collection_id,check,score,error,hint
PROBAV_L2A_100M_V001,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=PROBAV_L2A_100M_V001&:19:15: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
OPEN_LAND_USE_MAP,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=OPEN_LAND_USE_MAP&:441:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
TREE_SPECIES_DISTRIBUTION_HABITAT_SUITABILITY,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=TREE_SPECIES_DISTRIBUTION_HABITAT_SUITABILITY&:700:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
FLOOD_HAZARD_EU_GL,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=FLOOD_HAZARD_EU_GL&:292:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
RSP_AVHRR_1KM_ANNUAL_USA,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=RSP_AVHRR_1KM_ANNUAL_USA&:19:15: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
EMODIS_PHENOLOGY_250M_ANNUAL_USA,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=EMODIS_PHENOLOGY_250M_ANNUAL_USA&:19:15: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
EBV,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=EBV&:35:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
DE2_PM4_L1B,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=DE2_PM4_L1B&:361:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
DE2_PSH_L1B,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=DE2_PSH_L1B&:343:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
DE2_PSH_L1C,validate_response_ogc_eox_extension_compliance,0,"[""https://catalogue.nextgeoss.eu/opensearch/search.atom?productType=DE2_PSH_L1C&:343:30: error: unfinished element""]",<span>See the </span> <a class='dialog' target='_blank' href='/cwic-smart/assets/osxeo/atomeo_0.rnc'>OGC OpenSearch Extension for Earth Observation atomeo.rnc RELAX NG schema</a> <span>for required ATOM response contents.</span>
